Species,Treatment,Energy,Energy (400-500),Energy (500-600),Energy (600-700),Energy (700-800),PFD,PFD (400-500),PFD (500-600),PFD (600-700),PFD (700-800),CO2 ave,CO2 std,T ave,T std,RH ave,RH std,Photoperiod (h),Day,Fresh Mass (g),Dry Mass (g)
Cherokee,Greenhouse,40.83464373,0.274744048,0.172085076,0.45406095,0.099109927,315,0.207821697,0.12903836,0.573131527,0.090008416,420,37,23.1,0.8,43,9,15,26,48.72,2.71005
Cherokee,Greenhouse,40.83464373,0.274744048,0.172085076,0.45406095,0.099109927,315,0.207821697,0.12903836,0.573131527,0.090008416,420,37,23.1,0.8,43,9,15,26,65.86,3.609975322
Cherokee,Greenhouse,40.83464373,0.274744048,0.172085076,0.45406095,0.099109927,315,0.207821697,0.12903836,0.573131527,0.090008416,420,37,23.1,0.8,43,9,15,26,37.1,2.137920863
Cherokee,Greenhouse,40.83464373,0.274744048,0.172085076,0.45406095,0.099109927,315,0.207821697,0.12903836,0.573131527,0.090008416,420,37,23.1,0.8,43,9,15,26,66.89,3.656379755
Cherokee,Greenhouse,40.83464373,0.274744048,0.172085076,0.45406095,0.099109927,315,0.207821697,0.12903836,0.573131527,0.090008416,420,37,23.1,0.8,43,9,15,26,59.53,3.301209091
Cherokee,Greenhouse,40.83464373,0.274744048,0.172085076,0.45406095,0.099109927,315,0.207821697,0.12903836,0.573131527,0.090008416,420,37,23.1,0.8,43,9,15,26,62.87,3.629313636
Cherokee,Greenhouse,40.83464373,0.274744048,0.172085076,0.45406095,0.099109927,315,0.207821697,0.12903836,0.573131527,0.090008416,420,37,23.1,0.8,43,9,15,26,34.84,1.940291489
Cherokee,Greenhouse,40.83464373,0.274744048,0.172085076,0.45406095,0.099109927,315,0.207821697,0.12903836,0.573131527,0.090008416,420,37,23.1,0.8,43,9,15,26,40.8,2.196923077
Cherokee,Greenhouse,40.83464373,0.274744048,0.172085076,0.45406095,0.099109927,315,0.207821697,0.12903836,0.573131527,0.090008416,420,37,23.1,0.8,43,9,15,26,53.63,2.947942038
Cherokee,Greenhouse,44.71810811,0.27479904,0.178381188,0.440151168,0.106668603,262,0.20815349,0.132391126,0.565628858,0.093826526,420,37,23.1,0.8,43,9,18,26,56.49,3.02679527
Cherokee,Greenhouse,44.71810811,0.27479904,0.178381188,0.440151168,0.106668603,262,0.20815349,0.132391126,0.565628858,0.093826526,420,37,23.1,0.8,43,9,18,26,53.81,2.968935465
Cherokee,Greenhouse,44.71810811,0.27479904,0.178381188,0.440151168,0.106668603,262,0.20815349,0.132391126,0.565628858,0.093826526,420,37,23.1,0.8,43,9,18,26,32.25,1.840374251
Cherokee,Greenhouse,44.71810811,0.27479904,0.178381188,0.440151168,0.106668603,262,0.20815349,0.132391126,0.565628858,0.093826526,420,37,23.1,0.8,43,9,18,26,49.55,2.767611399
Cherokee,Greenhouse,44.71810811,0.27479904,0.178381188,0.440151168,0.106668603,262,0.20815349,0.132391126,0.565628858,0.093826526,420,37,23.1,0.8,43,9,18,26,66.62,3.759271429
Cherokee,Greenhouse,44.71810811,0.27479904,0.178381188,0.440151168,0.106668603,262,0.20815349,0.132391126,0.565628858,0.093826526,420,37,23.1,0.8,43,9,18,26,79.16,4.396821739
Cherokee,Greenhouse,44.71810811,0.27479904,0.178381188,0.440151168,0.106668603,262,0.20815349,0.132391126,0.565628858,0.093826526,420,37,23.1,0.8,43,9,18,26,49.13,2.729144505
Cherokee,Greenhouse,44.71810811,0.27479904,0.178381188,0.440151168,0.106668603,262,0.20815349,0.132391126,0.565628858,0.093826526,420,37,23.1,0.8,43,9,18,26,64.73,3.624239109
Cherokee,Greenhouse,44.71810811,0.27479904,0.178381188,0.440151168,0.106668603,262,0.20815349,0.132391126,0.565628858,0.093826526,420,37,23.1,0.8,43,9,18,26,46.52,2.672732919
Cherokee,Greenhouse,49.98991892,0.276248016,0.187403185,0.424402518,0.111946281,225,0.20739273,0.124703635,0.582831578,0.085072057,420,37,23.1,0.8,43,9,21,26,33.22,1.820179167
Cherokee,Greenhouse,49.98991892,0.276248016,0.187403185,0.424402518,0.111946281,225,0.20739273,0.124703635,0.582831578,0.085072057,420,37,23.1,0.8,43,9,21,26,59.82,3.359123077
Cherokee,Greenhouse,49.98991892,0.276248016,0.187403185,0.424402518,0.111946281,225,0.20739273,0.124703635,0.582831578,0.085072057,420,37,23.1,0.8,43,9,21,26,79.49,4.42163125
Cherokee,Greenhouse,49.98991892,0.276248016,0.187403185,0.424402518,0.111946281,225,0.20739273,0.124703635,0.582831578,0.085072057,420,37,23.1,0.8,43,9,21,26,28.28,1.550107836
Cherokee,Greenhouse,49.98991892,0.276248016,0.187403185,0.424402518,0.111946281,225,0.20739273,0.124703635,0.582831578,0.085072057,420,37,23.1,0.8,43,9,21,26,54.15,3.120442446
Cherokee,Greenhouse,49.98991892,0.276248016,0.187403185,0.424402518,0.111946281,225,0.20739273,0.124703635,0.582831578,0.085072057,420,37,23.1,0.8,43,9,21,26,52.42,2.86541227
Cherokee,Greenhouse,49.98991892,0.276248016,0.187403185,0.424402518,0.111946281,225,0.20739273,0.124703635,0.582831578,0.085072057,420,37,23.1,0.8,43,9,21,26,42.5,2.356818182
Cherokee,Greenhouse,49.98991892,0.276248016,0.187403185,0.424402518,0.111946281,225,0.20739273,0.124703635,0.582831578,0.085072057,420,37,23.1,0.8,43,9,21,26,29,1.674090909
Cherokee,Greenhouse,49.98991892,0.276248016,0.187403185,0.424402518,0.111946281,225,0.20739273,0.124703635,0.582831578,0.085072057,420,37,23.1,0.8,43,9,21,26,55.58,3.095332979
Cherokee,Greenhouse,40.83464373,0.274744048,0.172085076,0.45406095,0.099109927,315,0.207821697,0.12903836,0.573131527,0.090008416,430,41,22.8,1,39,12,15,26,44.61,2.402076923
Cherokee,Greenhouse,40.83464373,0.274744048,0.172085076,0.45406095,0.099109927,315,0.207821697,0.12903836,0.573131527,0.090008416,430,41,22.8,1,39,12,15,26,46.78,2.571410191
Cherokee,Greenhouse,40.83464373,0.274744048,0.172085076,0.45406095,0.099109927,315,0.207821697,0.12903836,0.573131527,0.090008416,430,41,22.8,1,39,12,15,26,49.3,2.641547297
Cherokee,Greenhouse,40.83464373,0.274744048,0.172085076,0.45406095,0.099109927,315,0.207821697,0.12903836,0.573131527,0.090008416,430,41,22.8,1,39,12,15,26,33.78,1.86379186
Cherokee,Greenhouse,40.83464373,0.274744048,0.172085076,0.45406095,0.099109927,315,0.207821697,0.12903836,0.573131527,0.090008416,430,41,22.8,1,39,12,15,26,27.95,1.594991018
Cherokee,Greenhouse,40.83464373,0.274744048,0.172085076,0.45406095,0.099109927,315,0.207821697,0.12903836,0.573131527,0.090008416,430,41,22.8,1,39,12,15,26,33.94,1.895716062
Cherokee,Greenhouse,40.83464373,0.274744048,0.172085076,0.45406095,0.099109927,315,0.207821697,0.12903836,0.573131527,0.090008416,430,41,22.8,1,39,12,15,26,35.45,2.000392857
Cherokee,Greenhouse,40.83464373,0.274744048,0.172085076,0.45406095,0.099109927,315,0.207821697,0.12903836,0.573131527,0.090008416,430,41,22.8,1,39,12,15,26,52.22,2.900480435
Cherokee,Greenhouse,40.83464373,0.274744048,0.172085076,0.45406095,0.099109927,315,0.207821697,0.12903836,0.573131527,0.090008416,430,41,22.8,1,39,12,15,26,103.96,5.774920879
Cherokee,Greenhouse,44.71810811,0.27479904,0.178381188,0.440151168,0.106668603,262,0.20815349,0.132391126,0.565628858,0.093826526,430,41,22.8,1,39,12,18,26,25.68,1.437825743
Cherokee,Greenhouse,44.71810811,0.27479904,0.178381188,0.440151168,0.106668603,262,0.20815349,0.132391126,0.565628858,0.093826526,430,41,22.8,1,39,12,18,26,31.82,1.828167702
Cherokee,Greenhouse,44.71810811,0.27479904,0.178381188,0.440151168,0.106668603,262,0.20815349,0.132391126,0.565628858,0.093826526,430,41,22.8,1,39,12,18,26,32.33,1.771414583
Cherokee,Greenhouse,44.71810811,0.27479904,0.178381188,0.440151168,0.106668603,262,0.20815349,0.132391126,0.565628858,0.093826526,430,41,22.8,1,39,12,18,26,30.2,1.695846154
Cherokee,Greenhouse,44.71810811,0.27479904,0.178381188,0.440151168,0.106668603,262,0.20815349,0.132391126,0.565628858,0.093826526,430,41,22.8,1,39,12,18,26,60.9,3.3875625
Cherokee,Greenhouse,44.71810811,0.27479904,0.178381188,0.440151168,0.106668603,262,0.20815349,0.132391126,0.565628858,0.093826526,430,41,22.8,1,39,12,18,26,36.75,2.014372807
Cherokee,Greenhouse,44.71810811,0.27479904,0.178381188,0.440151168,0.106668603,262,0.20815349,0.132391126,0.565628858,0.093826526,430,41,22.8,1,39,12,18,26,28.52,1.643490647
Cherokee,Greenhouse,44.71810811,0.27479904,0.178381188,0.440151168,0.106668603,262,0.20815349,0.132391126,0.565628858,0.093826526,430,41,22.8,1,39,12,18,26,60.12,3.28631411
Cherokee,Greenhouse,44.71810811,0.27479904,0.178381188,0.440151168,0.106668603,262,0.20815349,0.132391126,0.565628858,0.093826526,430,41,22.8,1,39,12,18,26,74.79,4.147445455
Cherokee,Greenhouse,49.98991892,0.276248016,0.187403185,0.424402518,0.111946281,225,0.20739273,0.124703635,0.582831578,0.085072057,430,41,22.8,1,39,12,21,26,56.67,3.271404545
Cherokee,Greenhouse,49.98991892,0.276248016,0.187403185,0.424402518,0.111946281,225,0.20739273,0.124703635,0.582831578,0.085072057,430,41,22.8,1,39,12,21,26,62.24,3.466238298
Cherokee,Greenhouse,49.98991892,0.276248016,0.187403185,0.424402518,0.111946281,225,0.20739273,0.124703635,0.582831578,0.085072057,430,41,22.8,1,39,12,21,26,36.64,1.972923077
Cherokee,Greenhouse,49.98991892,0.276248016,0.187403185,0.424402518,0.111946281,225,0.20739273,0.124703635,0.582831578,0.085072057,430,41,22.8,1,39,12,21,26,65.08,3.577327389
Cherokee,Greenhouse,49.98991892,0.276248016,0.187403185,0.424402518,0.111946281,225,0.20739273,0.124703635,0.582831578,0.085072057,430,41,22.8,1,39,12,21,26,68.7,3.68102027
Cherokee,Greenhouse,49.98991892,0.276248016,0.187403185,0.424402518,0.111946281,225,0.20739273,0.124703635,0.582831578,0.085072057,430,41,22.8,1,39,12,21,26,78.14,4.31132907
Cherokee,Greenhouse,49.98991892,0.276248016,0.187403185,0.424402518,0.111946281,225,0.20739273,0.124703635,0.582831578,0.085072057,430,41,22.8,1,39,12,21,26,75.43,4.304478443
Cherokee,Greenhouse,49.98991892,0.276248016,0.187403185,0.424402518,0.111946281,225,0.20739273,0.124703635,0.582831578,0.085072057,430,41,22.8,1,39,12,21,26,106.07,5.924531606
Cherokee,Greenhouse,49.98991892,0.276248016,0.187403185,0.424402518,0.111946281,225,0.20739273,0.124703635,0.582831578,0.085072057,430,41,22.8,1,39,12,21,26,71.33,4.02505
Cherokee,Greenhouse,40.83464373,0.274744048,0.172085076,0.45406095,0.099109927,315,0.207821697,0.12903836,0.573131527,0.090008416,420,37,23.1,0.8,43,9,15,33,105,4.289566443
Cherokee,Greenhouse,40.83464373,0.274744048,0.172085076,0.45406095,0.099109927,315,0.207821697,0.12903836,0.573131527,0.090008416,420,37,23.1,0.8,43,9,15,33,154,5.823358308
Cherokee,Greenhouse,40.83464373,0.274744048,0.172085076,0.45406095,0.099109927,315,0.207821697,0.12903836,0.573131527,0.090008416,420,37,23.1,0.8,43,9,15,33,102,4.064809708
Cherokee,Greenhouse,40.83464373,0.274744048,0.172085076,0.45406095,0.099109927,315,0.207821697,0.12903836,0.573131527,0.090008416,420,37,23.1,0.8,43,9,15,33,130,4.71541502
Cherokee,Greenhouse,40.83464373,0.274744048,0.172085076,0.45406095,0.099109927,315,0.207821697,0.12903836,0.573131527,0.090008416,420,37,23.1,0.8,43,9,15,33,157,6.094201183
Cherokee,Greenhouse,40.83464373,0.274744048,0.172085076,0.45406095,0.099109927,315,0.207821697,0.12903836,0.573131527,0.090008416,420,37,23.1,0.8,43,9,15,33,152,6.119027969
Cherokee,Greenhouse,40.83464373,0.274744048,0.172085076,0.45406095,0.099109927,315,0.207821697,0.12903836,0.573131527,0.090008416,420,37,23.1,0.8,43,9,15,33,173,6.517492216
Cherokee,Greenhouse,40.83464373,0.274744048,0.172085076,0.45406095,0.099109927,315,0.207821697,0.12903836,0.573131527,0.090008416,420,37,23.1,0.8,43,9,15,33,101,3.95922198
Cherokee,Greenhouse,40.83464373,0.274744048,0.172085076,0.45406095,0.099109927,315,0.207821697,0.12903836,0.573131527,0.090008416,420,37,23.1,0.8,43,9,15,33,108,4.166821444
Cherokee,Greenhouse,44.71810811,0.27479904,0.178381188,0.440151168,0.106668603,262,0.20815349,0.132391126,0.565628858,0.093826526,420,37,23.1,0.8,43,9,18,33,151,5.718608799
Cherokee,Greenhouse,44.71810811,0.27479904,0.178381188,0.440151168,0.106668603,262,0.20815349,0.132391126,0.565628858,0.093826526,420,37,23.1,0.8,43,9,18,33,173,6.683661202
Cherokee,Greenhouse,44.71810811,0.27479904,0.178381188,0.440151168,0.106668603,262,0.20815349,0.132391126,0.565628858,0.093826526,420,37,23.1,0.8,43,9,18,33,95,3.664177114
Cherokee,Greenhouse,44.71810811,0.27479904,0.178381188,0.440151168,0.106668603,262,0.20815349,0.132391126,0.565628858,0.093826526,420,37,23.1,0.8,43,9,18,33,178,6.87920143
Cherokee,Greenhouse,44.71810811,0.27479904,0.178381188,0.440151168,0.106668603,262,0.20815349,0.132391126,0.565628858,0.093826526,420,37,23.1,0.8,43,9,18,33,144,5.22377312
Cherokee,Greenhouse,44.71810811,0.27479904,0.178381188,0.440151168,0.106668603,262,0.20815349,0.132391126,0.565628858,0.093826526,420,37,23.1,0.8,43,9,18,33,133,5.311005226
Cherokee,Greenhouse,44.71810811,0.27479904,0.178381188,0.440151168,0.106668603,262,0.20815349,0.132391126,0.565628858,0.093826526,420,37,23.1,0.8,43,9,18,33,57,2.261204576
Cherokee,Greenhouse,44.71810811,0.27479904,0.178381188,0.440151168,0.106668603,262,0.20815349,0.132391126,0.565628858,0.093826526,420,37,23.1,0.8,43,9,18,33,131,5.148249027
Cherokee,Greenhouse,44.71810811,0.27479904,0.178381188,0.440151168,0.106668603,262,0.20815349,0.132391126,0.565628858,0.093826526,420,37,23.1,0.8,43,9,18,33,82,3.189736772
Cherokee,Greenhouse,49.98991892,0.276248016,0.187403185,0.424402518,0.111946281,225,0.20739273,0.124703635,0.582831578,0.085072057,420,37,23.1,0.8,43,9,21,33,128,5.258119658
Cherokee,Greenhouse,49.98991892,0.276248016,0.187403185,0.424402518,0.111946281,225,0.20739273,0.124703635,0.582831578,0.085072057,420,37,23.1,0.8,43,9,21,33,132,5.461033474
Cherokee,Greenhouse,49.98991892,0.276248016,0.187403185,0.424402518,0.111946281,225,0.20739273,0.124703635,0.582831578,0.085072057,420,37,23.1,0.8,43,9,21,33,129,5.270038773
Cherokee,Greenhouse,49.98991892,0.276248016,0.187403185,0.424402518,0.111946281,225,0.20739273,0.124703635,0.582831578,0.085072057,420,37,23.1,0.8,43,9,21,33,135,5.104892023
Cherokee,Greenhouse,49.98991892,0.276248016,0.187403185,0.424402518,0.111946281,225,0.20739273,0.124703635,0.582831578,0.085072057,420,37,23.1,0.8,43,9,21,33,146,5.818257033
Cherokee,Greenhouse,49.98991892,0.276248016,0.187403185,0.424402518,0.111946281,225,0.20739273,0.124703635,0.582831578,0.085072057,420,37,23.1,0.8,43,9,21,33,126,4.570325327
Cherokee,Greenhouse,49.98991892,0.276248016,0.187403185,0.424402518,0.111946281,225,0.20739273,0.124703635,0.582831578,0.085072057,420,37,23.1,0.8,43,9,21,33,92,3.57112426
Cherokee,Greenhouse,49.98991892,0.276248016,0.187403185,0.424402518,0.111946281,225,0.20739273,0.124703635,0.582831578,0.085072057,420,37,23.1,0.8,43,9,21,33,178,7.165703806
Cherokee,Greenhouse,49.98991892,0.276248016,0.187403185,0.424402518,0.111946281,225,0.20739273,0.124703635,0.582831578,0.085072057,420,37,23.1,0.8,43,9,21,33,102,3.842683272
Cherokee,Greenhouse,40.83464373,0.274744048,0.172085076,0.45406095,0.099109927,315,0.207821697,0.12903836,0.573131527,0.090008416,430,41,22.8,1,39,12,15,33,140,5.488030468
Cherokee,Greenhouse,40.83464373,0.274744048,0.172085076,0.45406095,0.099109927,315,0.207821697,0.12903836,0.573131527,0.090008416,430,41,22.8,1,39,12,15,33,168,6.481722246
Cherokee,Greenhouse,40.83464373,0.274744048,0.172085076,0.45406095,0.099109927,315,0.207821697,0.12903836,0.573131527,0.090008416,430,41,22.8,1,39,12,15,33,152,5.75648038
Cherokee,Greenhouse,40.83464373,0.274744048,0.172085076,0.45406095,0.099109927,315,0.207821697,0.12903836,0.573131527,0.090008416,430,41,22.8,1,39,12,15,33,93,3.59295082
Cherokee,Greenhouse,40.83464373,0.274744048,0.172085076,0.45406095,0.099109927,315,0.207821697,0.12903836,0.573131527,0.090008416,430,41,22.8,1,39,12,15,33,129,4.975566818
Cherokee,Greenhouse,40.83464373,0.274744048,0.172085076,0.45406095,0.099109927,315,0.207821697,0.12903836,0.573131527,0.090008416,430,41,22.8,1,39,12,15,33,136,5.25601907
Cherokee,Greenhouse,40.83464373,0.274744048,0.172085076,0.45406095,0.099109927,315,0.207821697,0.12903836,0.573131527,0.090008416,430,41,22.8,1,39,12,15,33,70,2.539334155
Cherokee,Greenhouse,40.83464373,0.274744048,0.172085076,0.45406095,0.099109927,315,0.207821697,0.12903836,0.573131527,0.090008416,430,41,22.8,1,39,12,15,33,215,8.585459576
Cherokee,Greenhouse,40.83464373,0.274744048,0.172085076,0.45406095,0.099109927,315,0.207821697,0.12903836,0.573131527,0.090008416,430,41,22.8,1,39,12,15,33,129,5.117462988
Cherokee,Greenhouse,44.71810811,0.27479904,0.178381188,0.440151168,0.106668603,262,0.20815349,0.132391126,0.565628858,0.093826526,430,41,22.8,1,39,12,18,33,104,4.087159533
Cherokee,Greenhouse,44.71810811,0.27479904,0.178381188,0.440151168,0.106668603,262,0.20815349,0.132391126,0.565628858,0.093826526,430,41,22.8,1,39,12,18,33,101,3.928822122
Cherokee,Greenhouse,44.71810811,0.27479904,0.178381188,0.440151168,0.106668603,262,0.20815349,0.132391126,0.565628858,0.093826526,430,41,22.8,1,39,12,18,33,142,5.833226496
Cherokee,Greenhouse,44.71810811,0.27479904,0.178381188,0.440151168,0.106668603,262,0.20815349,0.132391126,0.565628858,0.093826526,430,41,22.8,1,39,12,18,33,144,5.957491063
Cherokee,Greenhouse,44.71810811,0.27479904,0.178381188,0.440151168,0.106668603,262,0.20815349,0.132391126,0.565628858,0.093826526,430,41,22.8,1,39,12,18,33,96,3.92188932
Cherokee,Greenhouse,44.71810811,0.27479904,0.178381188,0.440151168,0.106668603,262,0.20815349,0.132391126,0.565628858,0.093826526,430,41,22.8,1,39,12,18,33,145,5.483032173
Cherokee,Greenhouse,44.71810811,0.27479904,0.178381188,0.440151168,0.106668603,262,0.20815349,0.132391126,0.565628858,0.093826526,430,41,22.8,1,39,12,18,33,96,3.825703254
Cherokee,Greenhouse,44.71810811,0.27479904,0.178381188,0.440151168,0.106668603,262,0.20815349,0.132391126,0.565628858,0.093826526,430,41,22.8,1,39,12,18,33,130,4.71541502
Cherokee,Greenhouse,49.98991892,0.276248016,0.187403185,0.424402518,0.111946281,225,0.20739273,0.124703635,0.582831578,0.085072057,430,41,22.8,1,39,12,21,33,173,6.715266272
Cherokee,Greenhouse,49.98991892,0.276248016,0.187403185,0.424402518,0.111946281,225,0.20739273,0.124703635,0.582831578,0.085072057,430,41,22.8,1,39,12,21,33,113,4.549014214
Cherokee,Greenhouse,49.98991892,0.276248016,0.187403185,0.424402518,0.111946281,225,0.20739273,0.124703635,0.582831578,0.085072057,430,41,22.8,1,39,12,21,33,153,5.764024908
Cherokee,Greenhouse,49.98991892,0.276248016,0.187403185,0.424402518,0.111946281,225,0.20739273,0.124703635,0.582831578,0.085072057,430,41,22.8,1,39,12,21,33,197,7.722442873
Cherokee,Greenhouse,49.98991892,0.276248016,0.187403185,0.424402518,0.111946281,225,0.20739273,0.124703635,0.582831578,0.085072057,430,41,22.8,1,39,12,21,33,164,6.327395526
Cherokee,Greenhouse,49.98991892,0.276248016,0.187403185,0.424402518,0.111946281,225,0.20739273,0.124703635,0.582831578,0.085072057,430,41,22.8,1,39,12,21,33,158,5.983709869
Cherokee,Greenhouse,49.98991892,0.276248016,0.187403185,0.424402518,0.111946281,225,0.20739273,0.124703635,0.582831578,0.085072057,430,41,22.8,1,39,12,21,33,190,7.340437158
Cherokee,Greenhouse,49.98991892,0.276248016,0.187403185,0.424402518,0.111946281,225,0.20739273,0.124703635,0.582831578,0.085072057,430,41,22.8,1,39,12,21,33,214,8.254041078
Cherokee,Greenhouse,49.98991892,0.276248016,0.187403185,0.424402518,0.111946281,225,0.20739273,0.124703635,0.582831578,0.085072057,430,41,22.8,1,39,12,21,33,128,4.946841478
